Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Chicago,Company Size,2017-12,5000+,Median Base Pay,55597.0,
Chicago,Company Size,2017-12,501-1000,Median Base Pay,53457.0,
Chicago,Company Size,2017-12,51-200,Median Base Pay,51651.0,
Houston,Company Size,2017-12,1001-5000,Median Base Pay,54046.0,
Houston,Company Size,2017-12,<51,Median Base Pay,48988.0,
Houston,Company Size,2017-12,201-500,Median Base Pay,52026.0,
Houston,Company Size,2017-12,5000+,Median Base Pay,54981.0,
Houston,Company Size,2017-12,501-1000,Median Base Pay,52865.0,
Houston,Company Size,2017-12,51-200,Median Base Pay,51079.0,
Washington DC,Company Size,2017-12,1001-5000,Median Base Pay,58870.0,
Washington DC,Company Size,2017-12,<51,Median Base Pay,53361.0,
Washington DC,Company Size,2017-12,201-500,Median Base Pay,56671.0,
Washington DC,Company Size,2017-12,5000+,Median Base Pay,59889.0,
Washington DC,Company Size,2017-12,501-1000,Median Base Pay,57585.0,
Washington DC,Company Size,2017-12,51-200,Median Base Pay,55638.0,
Philadelphia,Company Size,2017-12,1001-5000,Median Base Pay,53980.0,
Philadelphia,Company Size,2017-12,<51,Median Base Pay,48928.0,
Philadelphia,Company Size,2017-12,201-500,Median Base Pay,51962.0,
Philadelphia,Company Size,2017-12,5000+,Median Base Pay,54914.0,
Philadelphia,Company Size,2017-12,501-1000,Median Base Pay,52801.0,
Philadelphia,Company Size,2017-12,51-200,Median Base Pay,51016.0,
Atlanta,Company Size,2017-12,1001-5000,Median Base Pay,52196.0,
Atlanta,Company Size,2017-12,<51,Median Base Pay,47311.0,
Atlanta,Company Size,2017-12,201-500,Median Base Pay,50246.0,
Atlanta,Company Size,2017-12,5000+,Median Base Pay,53099.0,
Atlanta,Company Size,2017-12,501-1000,Median Base Pay,51056.0,
Atlanta,Company Size,2017-12,51-200,Median Base Pay,49330.0,
Boston,Company Size,2017-12,1001-5000,Median Base Pay,58391.0,
Boston,Company Size,2017-12,<51,Median Base Pay,52926.0,
Boston,Company Size,2017-12,201-500,Median Base Pay,56209.0,
Boston,Company Size,2017-12,5000+,Median Base Pay,59401.0,
Boston,Company Size,2017-12,501-1000,Median Base Pay,57115.0,
Boston,Company Size,2017-12,51-200,Median Base Pay,55185.0,
San Francisco,Company Size,2017-12,1001-5000,Median Base Pay,68180.0,
San Francisco,Company Size,2017-12,<51,Median Base Pay,61799.0,
San Francisco,Company Size,2017-12,201-500,Median Base Pay,65632.0,
San Francisco,Company Size,2017-12,5000+,Median Base Pay,69360.0,
San Francisco,Company Size,2017-12,501-1000,Median Base Pay,66691.0,
San Francisco,Company Size,2017-12,51-200,Median Base Pay,64437.0,
Seattle,Company Size,2017-12,1001-5000,Median Base Pay,59601.0,
Seattle,Company Size,2017-12,<51,Median Base Pay,54022.0,
Seattle,Company Size,2017-12,201-500,Median Base Pay,57373.0,
Seattle,Company Size,2017-12,5000+,Median Base Pay,60632.0,
Seattle,Company Size,2017-12,501-1000,Median Base Pay,58299.0,
Seattle,Company Size,2017-12,51-200,Median Base Pay,56328.0,
National,Company Size,2018-01,1001-5000,Median Base Pay,51280.0,
National,Company Size,2018-01,<51,Median Base Pay,46517.0,
National,Company Size,2018-01,201-500,Median Base Pay,49379.0,
National,Company Size,2018-01,5000+,Median Base Pay,52155.0,
National,Company Size,2018-01,501-1000,Median Base Pay,50166.0,
National,Company Size,2018-01,51-200,Median Base Pay,48497.0,
New York City,Company Size,2018-01,1001-5000,Median Base Pay,61242.0,
New York City,Company Size,2018-01,<51,Median Base Pay,55554.0,
New York City,Company Size,2018-01,201-500,Median Base Pay,58972.0,
New York City,Company Size,2018-01,5000+,Median Base Pay,62286.0,
New York City,Company Size,2018-01,501-1000,Median Base Pay,59911.0,
New York City,Company Size,2018-01,51-200,Median Base Pay,57918.0,
Los Angeles,Company Size,2018-01,1001-5000,Median Base Pay,59566.0,
Los Angeles,Company Size,2018-01,<51,Median Base Pay,54034.0,
Los Angeles,Company Size,2018-01,201-500,Median Base Pay,57358.0,
Los Angeles,Company Size,2018-01,5000+,Median Base Pay,60582.0,
Los Angeles,Company Size,2018-01,501-1000,Median Base Pay,58271.0,
Los Angeles,Company Size,2018-01,51-200,Median Base Pay,56333.0,
Chicago,Company Size,2018-01,1001-5000,Median Base Pay,55321.0,
Chicago,Company Size,2018-01,<51,Median Base Pay,50183.0,
Chicago,Company Size,2018-01,201-500,Median Base Pay,53271.0,
Chicago,Company Size,2018-01,5000+,Median Base Pay,56265.0,
Chicago,Company Size,2018-01,501-1000,Median Base Pay,54119.0,
Chicago,Company Size,2018-01,51-200,Median Base Pay,52319.0,
Houston,Company Size,2018-01,1001-5000,Median Base Pay,54036.0,
Houston,Company Size,2018-01,<51,Median Base Pay,49017.0,
Houston,Company Size,2018-01,201-500,Median Base Pay,52033.0,
Houston,Company Size,2018-01,5000+,Median Base Pay,54958.0,
Houston,Company Size,2018-01,501-1000,Median Base Pay,52862.0,
Houston,Company Size,2018-01,51-200,Median Base Pay,51103.0,
Washington DC,Company Size,2018-01,1001-5000,Median Base Pay,58761.0,
Washington DC,Company Size,2018-01,<51,Median Base Pay,53303.0,
Washington DC,Company Size,2018-01,201-500,Median Base Pay,56583.0,
Washington DC,Company Size,2018-01,5000+,Median Base Pay,59763.0,
Washington DC,Company Size,2018-01,501-1000,Median Base Pay,57484.0,
Washington DC,Company Size,2018-01,51-200,Median Base Pay,55572.0,
Philadelphia,Company Size,2018-01,1001-5000,Median Base Pay,54424.0,
Philadelphia,Company Size,2018-01,<51,Median Base Pay,49369.0,
Philadelphia,Company Size,2018-01,201-500,Median Base Pay,52407.0,
Philadelphia,Company Size,2018-01,5000+,Median Base Pay,55352.0,
Philadelphia,Company Size,2018-01,501-1000,Median Base Pay,53241.0,
Philadelphia,Company Size,2018-01,51-200,Median Base Pay,51471.0,
Atlanta,Company Size,2018-01,1001-5000,Median Base Pay,53513.0,
Atlanta,Company Size,2018-01,<51,Median Base Pay,48543.0,
Atlanta,Company Size,2018-01,201-500,Median Base Pay,51530.0,
Atlanta,Company Size,2018-01,5000+,Median Base Pay,54426.0,
Atlanta,Company Size,2018-01,501-1000,Median Base Pay,52350.0,
Atlanta,Company Size,2018-01,51-200,Median Base Pay,50609.0,
Boston,Company Size,2018-01,1001-5000,Median Base Pay,58226.0,
Boston,Company Size,2018-01,<51,Median Base Pay,52818.0,
Boston,Company Size,2018-01,201-500,Median Base Pay,56067.0,
Boston,Company Size,2018-01,5000+,Median Base Pay,59219.0,
Boston,Company Size,2018-01,501-1000,Median Base Pay,56960.0,
Boston,Company Size,2018-01,51-200,Median Base Pay,55066.0,
San Francisco,Company Size,2018-01,1001-5000,Median Base Pay,68090.0,
San Francisco,Company Size,2018-01,<51,Median Base Pay,61765.0,
San Francisco,Company Size,2018-01,201-500,Median Base Pay,65566.0,
San Francisco,Company Size,2018-01,5000+,Median Base Pay,69251.0,
San Francisco,Company Size,2018-01,501-1000,Median Base Pay,66610.0,
San Francisco,Company Size,2018-01,51-200,Median Base Pay,64394.0,
Seattle,Company Size,2018-01,1001-5000,Median Base Pay,60075.0,
Seattle,Company Size,2018-01,<51,Median Base Pay,54495.0,
Seattle,Company Size,2018-01,201-500,Median Base Pay,57848.0,
Seattle,Company Size,2018-01,5000+,Median Base Pay,61099.0,
Seattle,Company Size,2018-01,501-1000,Median Base Pay,58769.0,
Seattle,Company Size,2018-01,51-200,Median Base Pay,56814.0,
National,Company Size,2018-02,1001-5000,Median Base Pay,51629.0,
National,Company Size,2018-02,<51,Median Base Pay,47019.0,
National,Company Size,2018-02,201-500,Median Base Pay,49845.0,
National,Company Size,2018-02,5000+,Median Base Pay,52696.0,
National,Company Size,2018-02,501-1000,Median Base Pay,50642.0,
National,Company Size,2018-02,51-200,Median Base Pay,48894.0,
New York City,Company Size,2018-02,1001-5000,Median Base Pay,61160.0,
New York City,Company Size,2018-02,<51,Median Base Pay,55699.0,
New York City,Company Size,2018-02,201-500,Median Base Pay,59046.0,
New York City,Company Size,2018-02,5000+,Median Base Pay,62424.0,
New York City,Company Size,2018-02,501-1000,Median Base Pay,59991.0,
New York City,Company Size,2018-02,51-200,Median Base Pay,57920.0,
Los Angeles,Company Size,2018-02,1001-5000,Median Base Pay,59859.0,
Los Angeles,Company Size,2018-02,<51,Median Base Pay,54515.0,
Los Angeles,Company Size,2018-02,201-500,Median Base Pay,57791.0,
Los Angeles,Company Size,2018-02,5000+,Median Base Pay,61096.0,
Los Angeles,Company Size,2018-02,501-1000,Median Base Pay,58715.0,
Los Angeles,Company Size,2018-02,51-200,Median Base Pay,56688.0,
Chicago,Company Size,2018-02,1001-5000,Median Base Pay,55695.0,
Chicago,Company Size,2018-02,<51,Median Base Pay,50722.0,
Chicago,Company Size,2018-02,201-500,Median Base Pay,53770.0,
Chicago,Company Size,2018-02,5000+,Median Base Pay,56845.0,
Chicago,Company Size,2018-02,501-1000,Median Base Pay,54630.0,
Chicago,Company Size,2018-02,51-200,Median Base Pay,52744.0,
Houston,Company Size,2018-02,1001-5000,Median Base Pay,55550.0,
Houston,Company Size,2018-02,<51,Median Base Pay,50590.0,
Houston,Company Size,2018-02,201-500,Median Base Pay,53630.0,
Houston,Company Size,2018-02,5000+,Median Base Pay,56697.0,
Houston,Company Size,2018-02,501-1000,Median Base Pay,54488.0,
Houston,Company Size,2018-02,51-200,Median Base Pay,52607.0,
Washington DC,Company Size,2018-02,1001-5000,Median Base Pay,59147.0,
Washington DC,Company Size,2018-02,<51,Median Base Pay,53866.0,
Washington DC,Company Size,2018-02,201-500,Median Base Pay,57102.0,
Washington DC,Company Size,2018-02,5000+,Median Base Pay,60369.0,
Washington DC,Company Size,2018-02,501-1000,Median Base Pay,58016.0,
Washington DC,Company Size,2018-02,51-200,Median Base Pay,56013.0,
Philadelphia,Company Size,2018-02,1001-5000,Median Base Pay,55701.0,
Philadelphia,Company Size,2018-02,<51,Median Base Pay,50727.0,
Philadelphia,Company Size,2018-02,201-500,Median Base Pay,53776.0,
Philadelphia,Company Size,2018-02,5000+,Median Base Pay,56851.0,
Philadelphia,Company Size,2018-02,501-1000,Median Base Pay,54636.0,
Philadelphia,Company Size,2018-02,51-200,Median Base Pay,52750.0,
Atlanta,Company Size,2018-02,1001-5000,Median Base Pay,53265.0,
Atlanta,Company Size,2018-02,<51,Median Base Pay,48509.0,
Atlanta,Company Size,2018-02,201-500,Median Base Pay,51424.0,
Atlanta,Company Size,2018-02,5000+,Median Base Pay,54365.0,
Atlanta,Company Size,2018-02,501-1000,Median Base Pay,52247.0,
Atlanta,Company Size,2018-02,51-200,Median Base Pay,50443.0,
Boston,Company Size,2018-02,1001-5000,Median Base Pay,58393.0,
Boston,Company Size,2018-02,<51,Median Base Pay,53180.0,
Boston,Company Size,2018-02,201-500,Median Base Pay,56375.0,
Boston,Company Size,2018-02,5000+,Median Base Pay,59600.0,
Boston,Company Size,2018-02,501-1000,Median Base Pay,57277.0,
Boston,Company Size,2018-02,51-200,Median Base Pay,55300.0,
San Francisco,Company Size,2018-02,1001-5000,Median Base Pay,68163.0,
San Francisco,Company Size,2018-02,<51,Median Base Pay,62077.0,
San Francisco,Company Size,2018-02,201-500,Median Base Pay,65808.0,
San Francisco,Company Size,2018-02,5000+,Median Base Pay,69571.0,
San Francisco,Company Size,2018-02,501-1000,Median Base Pay,66860.0,
San Francisco,Company Size,2018-02,51-200,Median Base Pay,64552.0,
Seattle,Company Size,2018-02,1001-5000,Median Base Pay,61011.0,
Seattle,Company Size,2018-02,<51,Median Base Pay,55564.0,
Seattle,Company Size,2018-02,201-500,Median Base Pay,58902.0,
Seattle,Company Size,2018-02,5000+,Median Base Pay,62271.0,
Seattle,Company Size,2018-02,501-1000,Median Base Pay,59845.0,
Seattle,Company Size,2018-02,51-200,Median Base Pay,57778.0,
National,Company Size,2018-03,1001-5000,Median Base Pay,51556.0,
National,Company Size,2018-03,<51,Median Base Pay,46881.0,
National,Company Size,2018-03,201-500,Median Base Pay,49705.0,
National,Company Size,2018-03,5000+,Median Base Pay,52528.0,
National,Company Size,2018-03,501-1000,Median Base Pay,50450.0,
National,Company Size,2018-03,51-200,Median Base Pay,48781.0,
New York City,Company Size,2018-03,1001-5000,Median Base Pay,61482.0,
New York City,Company Size,2018-03,<51,Median Base Pay,55907.0,
New York City,Company Size,2018-03,201-500,Median Base Pay,59275.0,
New York City,Company Size,2018-03,5000+,Median Base Pay,62641.0,
New York City,Company Size,2018-03,501-1000,Median Base Pay,60163.0,
New York City,Company Size,2018-03,51-200,Median Base Pay,58173.0,
Los Angeles,Company Size,2018-03,1001-5000,Median Base Pay,60159.0,
Los Angeles,Company Size,2018-03,<51,Median Base Pay,54703.0,
Los Angeles,Company Size,2018-03,201-500,Median Base Pay,57999.0,
Los Angeles,Company Size,2018-03,5000+,Median Base Pay,61292.0,
Los Angeles,Company Size,2018-03,501-1000,Median Base Pay,58867.0,
Los Angeles,Company Size,2018-03,51-200,Median Base Pay,56920.0,
Chicago,Company Size,2018-03,1001-5000,Median Base Pay,55534.0,
Chicago,Company Size,2018-03,<51,Median Base Pay,50498.0,
Chicago,Company Size,2018-03,201-500,Median Base Pay,53540.0,
Chicago,Company Size,2018-03,5000+,Median Base Pay,56581.0,
Chicago,Company Size,2018-03,501-1000,Median Base Pay,54342.0,
Chicago,Company Size,2018-03,51-200,Median Base Pay,52545.0,
Houston,Company Size,2018-03,1001-5000,Median Base Pay,55229.0,
Houston,Company Size,2018-03,<51,Median Base Pay,50220.0,
Houston,Company Size,2018-03,201-500,Median Base Pay,53246.0,
Houston,Company Size,2018-03,5000+,Median Base Pay,56269.0,
Houston,Company Size,2018-03,501-1000,Median Base Pay,54043.0,
Houston,Company Size,2018-03,51-200,Median Base Pay,52256.0,
Washington DC,Company Size,2018-03,1001-5000,Median Base Pay,59164.0,
Washington DC,Company Size,2018-03,<51,Median Base Pay,53799.0,
Washington DC,Company Size,2018-03,201-500,Median Base Pay,57040.0,
Washington DC,Company Size,2018-03,5000+,Median Base Pay,60279.0,
Washington DC,Company Size,2018-03,501-1000,Median Base Pay,57894.0,
Washington DC,Company Size,2018-03,51-200,Median Base Pay,55980.0,
Philadelphia,Company Size,2018-03,1001-5000,Median Base Pay,54802.0,
Philadelphia,Company Size,2018-03,<51,Median Base Pay,49833.0,
Philadelphia,Company Size,2018-03,201-500,Median Base Pay,52835.0,
Philadelphia,Company Size,2018-03,5000+,Median Base Pay,55835.0,
Philadelphia,Company Size,2018-03,501-1000,Median Base Pay,53626.0,
Philadelphia,Company Size,2018-03,51-200,Median Base Pay,51853.0,
Atlanta,Company Size,2018-03,1001-5000,Median Base Pay,53459.0,
Atlanta,Company Size,2018-03,<51,Median Base Pay,48612.0,
Atlanta,Company Size,2018-03,201-500,Median Base Pay,51540.0,
Atlanta,Company Size,2018-03,5000+,Median Base Pay,54467.0,
Atlanta,Company Size,2018-03,501-1000,Median Base Pay,52312.0,
Atlanta,Company Size,2018-03,51-200,Median Base Pay,50582.0,
Boston,Company Size,2018-03,1001-5000,Median Base Pay,59053.0,
Boston,Company Size,2018-03,<51,Median Base Pay,53698.0,
Boston,Company Size,2018-03,201-500,Median Base Pay,56933.0,
Boston,Company Size,2018-03,5000+,Median Base Pay,60166.0,
Boston,Company Size,2018-03,501-1000,Median Base Pay,57785.0,
Boston,Company Size,2018-03,51-200,Median Base Pay,55874.0,
San Francisco,Company Size,2018-03,1001-5000,Median Base Pay,69384.0,
San Francisco,Company Size,2018-03,<51,Median Base Pay,63092.0,
San Francisco,Company Size,2018-03,201-500,Median Base Pay,66893.0,
San Francisco,Company Size,2018-03,5000+,Median Base Pay,70692.0,
San Francisco,Company Size,2018-03,501-1000,Median Base Pay,67895.0,
San Francisco,Company Size,2018-03,51-200,Median Base Pay,65649.0,
Seattle,Company Size,2018-03,1001-5000,Median Base Pay,61429.0,
Seattle,Company Size,2018-03,<51,Median Base Pay,55858.0,
Seattle,Company Size,2018-03,201-500,Median Base Pay,59223.0,
Seattle,Company Size,2018-03,5000+,Median Base Pay,62586.0,
Seattle,Company Size,2018-03,501-1000,Median Base Pay,60110.0,
Seattle,Company Size,2018-03,51-200,Median Base Pay,58122.0,
National,Company Size,2018-04,1001-5000,Median Base Pay,51798.0,
National,Company Size,2018-04,<51,Median Base Pay,46837.0,
National,Company Size,2018-04,201-500,Median Base Pay,49756.0,
National,Company Size,2018-04,5000+,Median Base Pay,52373.0,
National,Company Size,2018-04,501-1000,Median Base Pay,50500.0,
National,Company Size,2018-04,51-200,Median Base Pay,48812.0,
New York City,Company Size,2018-04,1001-5000,Median Base Pay,61299.0,
New York City,Company Size,2018-04,<51,Median Base Pay,55429.0,
New York City,Company Size,2018-04,201-500,Median Base Pay,58883.0,
New York City,Company Size,2018-04,5000+,Median Base Pay,61980.0,
New York City,Company Size,2018-04,501-1000,Median Base Pay,59763.0,
New York City,Company Size,2018-04,51-200,Median Base Pay,57765.0,
Los Angeles,Company Size,2018-04,1001-5000,Median Base Pay,60234.0,
Los Angeles,Company Size,2018-04,<51,Median Base Pay,54466.0,
Los Angeles,Company Size,2018-04,201-500,Median Base Pay,57860.0,
Los Angeles,Company Size,2018-04,5000+,Median Base Pay,60903.0,
Los Angeles,Company Size,2018-04,501-1000,Median Base Pay,58725.0,
Los Angeles,Company Size,2018-04,51-200,Median Base Pay,56762.0,
Chicago,Company Size,2018-04,1001-5000,Median Base Pay,56149.0,
Chicago,Company Size,2018-04,<51,Median Base Pay,50772.0,
Chicago,Company Size,2018-04,201-500,Median Base Pay,53935.0,
Chicago,Company Size,2018-04,5000+,Median Base Pay,56772.0,
Chicago,Company Size,2018-04,501-1000,Median Base Pay,54742.0,
Chicago,Company Size,2018-04,51-200,Median Base Pay,52912.0,
Houston,Company Size,2018-04,1001-5000,Median Base Pay,55353.0,
Houston,Company Size,2018-04,<51,Median Base Pay,50052.0,
Houston,Company Size,2018-04,201-500,Median Base Pay,53171.0,
Houston,Company Size,2018-04,5000+,Median Base Pay,55967.0,
Houston,Company Size,2018-04,501-1000,Median Base Pay,53966.0,
Houston,Company Size,2018-04,51-200,Median Base Pay,52162.0,
Washington DC,Company Size,2018-04,1001-5000,Median Base Pay,60137.0,
Washington DC,Company Size,2018-04,<51,Median Base Pay,54378.0,
Washington DC,Company Size,2018-04,201-500,Median Base Pay,57766.0,
Washington DC,Company Size,2018-04,5000+,Median Base Pay,60804.0,
Washington DC,Company Size,2018-04,501-1000,Median Base Pay,58629.0,
Washington DC,Company Size,2018-04,51-200,Median Base Pay,56670.0,
Philadelphia,Company Size,2018-04,1001-5000,Median Base Pay,55456.0,
Philadelphia,Company Size,2018-04,<51,Median Base Pay,50145.0,
Philadelphia,Company Size,2018-04,201-500,Median Base Pay,53270.0,
Philadelphia,Company Size,2018-04,5000+,Median Base Pay,56072.0,
Philadelphia,Company Size,2018-04,501-1000,Median Base Pay,54066.0,
Philadelphia,Company Size,2018-04,51-200,Median Base Pay,52259.0,
Atlanta,Company Size,2018-04,1001-5000,Median Base Pay,53478.0,
Atlanta,Company Size,2018-04,<51,Median Base Pay,48357.0,
Atlanta,Company Size,2018-04,201-500,Median Base Pay,51370.0,
Atlanta,Company Size,2018-04,5000+,Median Base Pay,54072.0,
Atlanta,Company Size,2018-04,501-1000,Median Base Pay,52138.0,
Atlanta,Company Size,2018-04,51-200,Median Base Pay,50395.0,
Boston,Company Size,2018-04,1001-5000,Median Base Pay,59799.0,
Boston,Company Size,2018-04,<51,Median Base Pay,54072.0,
Boston,Company Size,2018-04,201-500,Median Base Pay,57442.0,
Boston,Company Size,2018-04,5000+,Median Base Pay,60463.0,
Boston,Company Size,2018-04,501-1000,Median Base Pay,58300.0,
Boston,Company Size,2018-04,51-200,Median Base Pay,56351.0,
San Francisco,Company Size,2018-04,1001-5000,Median Base Pay,69480.0,
San Francisco,Company Size,2018-04,<51,Median Base Pay,62826.0,
San Francisco,Company Size,2018-04,201-500,Median Base Pay,66741.0,
San Francisco,Company Size,2018-04,5000+,Median Base Pay,70251.0,
San Francisco,Company Size,2018-04,501-1000,Median Base Pay,67738.0,
San Francisco,Company Size,2018-04,51-200,Median Base Pay,65474.0,
Seattle,Company Size,2018-04,1001-5000,Median Base Pay,61559.0,
Seattle,Company Size,2018-04,<51,Median Base Pay,55664.0,
Seattle,Company Size,2018-04,201-500,Median Base Pay,59132.0,
Seattle,Company Size,2018-04,5000+,Median Base Pay,62242.0,
Seattle,Company Size,2018-04,501-1000,Median Base Pay,60016.0,
Seattle,Company Size,2018-04,51-200,Median Base Pay,58010.0,
National,Company Size,2018-05,1001-5000,Median Base Pay,52038.0,
National,Company Size,2018-05,<51,Median Base Pay,47052.0,
National,Company Size,2018-05,201-500,Median Base Pay,49989.0,
National,Company Size,2018-05,5000+,Median Base Pay,52581.0,
National,Company Size,2018-05,501-1000,Median Base Pay,50712.0,
National,Company Size,2018-05,51-200,Median Base Pay,49002.0,
New York City,Company Size,2018-05,1001-5000,Median Base Pay,62220.0,
New York City,Company Size,2018-05,<51,Median Base Pay,56258.0,
New York City,Company Size,2018-05,201-500,Median Base Pay,59770.0,
New York City,Company Size,2018-05,5000+,Median Base Pay,62869.0,
New York City,Company Size,2018-05,501-1000,Median Base Pay,60634.0,
New York City,Company Size,2018-05,51-200,Median Base Pay,58590.0,
Los Angeles,Company Size,2018-05,1001-5000,Median Base Pay,60332.0,
Los Angeles,Company Size,2018-05,<51,Median Base Pay,54552.0,
Los Angeles,Company Size,2018-05,201-500,Median Base Pay,57957.0,
Los Angeles,Company Size,2018-05,5000+,Median Base Pay,60962.0,
Los Angeles,Company Size,2018-05,501-1000,Median Base Pay,58795.0,
Los Angeles,Company Size,2018-05,51-200,Median Base Pay,56812.0,
Chicago,Company Size,2018-05,1001-5000,Median Base Pay,56367.0,
Chicago,Company Size,2018-05,<51,Median Base Pay,50967.0,
Chicago,Company Size,2018-05,201-500,Median Base Pay,54148.0,
Chicago,Company Size,2018-05,5000+,Median Base Pay,56955.0,
Chicago,Company Size,2018-05,501-1000,Median Base Pay,54931.0,
Chicago,Company Size,2018-05,51-200,Median Base Pay,53079.0,
Houston,Company Size,2018-05,1001-5000,Median Base Pay,55267.0,
Houston,Company Size,2018-05,<51,Median Base Pay,49972.0,
Houston,Company Size,2018-05,201-500,Median Base Pay,53091.0,
Houston,Company Size,2018-05,5000+,Median Base Pay,55844.0,
Houston,Company Size,2018-05,501-1000,Median Base Pay,53858.0,
Houston,Company Size,2018-05,51-200,Median Base Pay,52043.0,
Washington DC,Company Size,2018-05,1001-5000,Median Base Pay,59296.0,
Washington DC,Company Size,2018-05,<51,Median Base Pay,53614.0,
Washington DC,Company Size,2018-05,201-500,Median Base Pay,56961.0,
Washington DC,Company Size,2018-05,5000+,Median Base Pay,59914.0,
Washington DC,Company Size,2018-05,501-1000,Median Base Pay,57784.0,
Washington DC,Company Size,2018-05,51-200,Median Base Pay,55836.0,
Philadelphia,Company Size,2018-05,1001-5000,Median Base Pay,55149.0,
Philadelphia,Company Size,2018-05,<51,Median Base Pay,49865.0,
Philadelphia,Company Size,2018-05,201-500,Median Base Pay,52977.0,
Philadelphia,Company Size,2018-05,5000+,Median Base Pay,55724.0,
Philadelphia,Company Size,2018-05,501-1000,Median Base Pay,53743.0,
Philadelphia,Company Size,2018-05,51-200,Median Base Pay,51931.0,
Atlanta,Company Size,2018-05,1001-5000,Median Base Pay,53263.0,
Atlanta,Company Size,2018-05,<51,Median Base Pay,48160.0,
Atlanta,Company Size,2018-05,201-500,Median Base Pay,51166.0,
Atlanta,Company Size,2018-05,5000+,Median Base Pay,53819.0,
Atlanta,Company Size,2018-05,501-1000,Median Base Pay,51905.0,
Atlanta,Company Size,2018-05,51-200,Median Base Pay,50155.0,
Boston,Company Size,2018-05,1001-5000,Median Base Pay,60016.0,
Boston,Company Size,2018-05,<51,Median Base Pay,54266.0,
Boston,Company Size,2018-05,201-500,Median Base Pay,57653.0,
Boston,Company Size,2018-05,5000+,Median Base Pay,60643.0,
Boston,Company Size,2018-05,501-1000,Median Base Pay,58487.0,
Boston,Company Size,2018-05,51-200,Median Base Pay,56515.0,
San Francisco,Company Size,2018-05,1001-5000,Median Base Pay,69704.0,
San Francisco,Company Size,2018-05,<51,Median Base Pay,63026.0,
San Francisco,Company Size,2018-05,201-500,Median Base Pay,66959.0,
San Francisco,Company Size,2018-05,5000+,Median Base Pay,70431.0,
San Francisco,Company Size,2018-05,501-1000,Median Base Pay,67927.0,
San Francisco,Company Size,2018-05,51-200,Median Base Pay,65637.0,
Seattle,Company Size,2018-05,1001-5000,Median Base Pay,60539.0,
Seattle,Company Size,2018-05,<51,Median Base Pay,54738.0,
Seattle,Company Size,2018-05,201-500,Median Base Pay,58155.0,
Seattle,Company Size,2018-05,5000+,Median Base Pay,61170.0,
Seattle,Company Size,2018-05,501-1000,Median Base Pay,58995.0,
Seattle,Company Size,2018-05,51-200,Median Base Pay,57007.0,
National,Company Size,2018-06,1001-5000,Median Base Pay,52066.0,
National,Company Size,2018-06,<51,Median Base Pay,47084.0,
National,Company Size,2018-06,201-500,Median Base Pay,49990.0,
National,Company Size,2018-06,5000+,Median Base Pay,52561.0,
National,Company Size,2018-06,501-1000,Median Base Pay,50708.0,
National,Company Size,2018-06,51-200,Median Base Pay,49004.0,
New York City,Company Size,2018-06,1001-5000,Median Base Pay,61300.0,
New York City,Company Size,2018-06,<51,Median Base Pay,55434.0,
New York City,Company Size,2018-06,201-500,Median Base Pay,58856.0,
New York City,Company Size,2018-06,5000+,Median Base Pay,61882.0,
New York City,Company Size,2018-06,501-1000,Median Base Pay,59701.0,
New York City,Company Size,2018-06,51-200,Median Base Pay,57695.0,
Los Angeles,Company Size,2018-06,1001-5000,Median Base Pay,60406.0,
Los Angeles,Company Size,2018-06,<51,Median Base Pay,54625.0,
Los Angeles,Company Size,2018-06,201-500,Median Base Pay,57997.0,
Los Angeles,Company Size,2018-06,5000+,Median Base Pay,60979.0,
Los Angeles,Company Size,2018-06,501-1000,Median Base Pay,58830.0,
Los Angeles,Company Size,2018-06,51-200,Median Base Pay,56853.0,
Chicago,Company Size,2018-06,1001-5000,Median Base Pay,56192.0,
Chicago,Company Size,2018-06,<51,Median Base Pay,50815.0,
Chicago,Company Size,2018-06,201-500,Median Base Pay,53951.0,
Chicago,Company Size,2018-06,5000+,Median Base Pay,56725.0,
Chicago,Company Size,2018-06,501-1000,Median Base Pay,54726.0,
Chicago,Company Size,2018-06,51-200,Median Base Pay,52887.0,
Houston,Company Size,2018-06,1001-5000,Median Base Pay,55302.0,
Houston,Company Size,2018-06,<51,Median Base Pay,50010.0,
Houston,Company Size,2018-06,201-500,Median Base Pay,53097.0,
Houston,Company Size,2018-06,5000+,Median Base Pay,55827.0,
Houston,Company Size,2018-06,501-1000,Median Base Pay,53859.0,
Houston,Company Size,2018-06,51-200,Median Base Pay,52049.0,
Washington DC,Company Size,2018-06,1001-5000,Median Base Pay,59911.0,
Washington DC,Company Size,2018-06,<51,Median Base Pay,54179.0,
Washington DC,Company Size,2018-06,201-500,Median Base Pay,57523.0,
Washington DC,Company Size,2018-06,5000+,Median Base Pay,60481.0,
Washington DC,Company Size,2018-06,501-1000,Median Base Pay,58348.0,
Washington DC,Company Size,2018-06,51-200,Median Base Pay,56388.0,
Philadelphia,Company Size,2018-06,1001-5000,Median Base Pay,55373.0,
Philadelphia,Company Size,2018-06,<51,Median Base Pay,50074.0,
Philadelphia,Company Size,2018-06,201-500,Median Base Pay,53165.0,
Philadelphia,Company Size,2018-06,5000+,Median Base Pay,55899.0,
Philadelphia,Company Size,2018-06,501-1000,Median Base Pay,53928.0,
Philadelphia,Company Size,2018-06,51-200,Median Base Pay,52116.0,
