Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Philadelphia,Job Title,2018-11,Business Analyst,Median Base Pay,70079,0.014
Philadelphia,Job Title,2018-11,Cashier,Median Base Pay,27583,0.055
Philadelphia,Job Title,2018-11,Financial Analyst,Median Base Pay,65071,0.025
Philadelphia,Job Title,2018-11,Administrative Assistant,Median Base Pay,44677,0.037
Philadelphia,Job Title,2018-11,Accountant,Median Base Pay,59106,0.019
Philadelphia,Job Title,2018-11,Sales Representative,Median Base Pay,53022,0.034
Philadelphia,Job Title,2018-11,Professor,Median Base Pay,99563,0.013
Philadelphia,Job Title,2018-11,Registered Nurse,Median Base Pay,73913,0.019
Philadelphia,Job Title,2018-11,Marketing Manager,Median Base Pay,78620,0.019
Philadelphia,Job Title,2018-11,Operations Manager,Median Base Pay,73037,0.011
Philadelphia,Job Title,2018-11,Product Manager,Median Base Pay,97779,0.032
Philadelphia,Job Title,2018-11,Sales Manager,Median Base Pay,69293,0.026
Philadelphia,Job Title,2018-11,Teacher,Median Base Pay,52424,0.02
Philadelphia,Job Title,2018-11,Bank Teller,Median Base Pay,32409,0.088
Philadelphia,Job Title,2018-11,Customer Service Manager,Median Base Pay,58649,0.036
Philadelphia,Job Title,2018-11,Physical Therapist,Median Base Pay,79082,0.001
Philadelphia,Job Title,2018-11,Mechanical Engineer,Median Base Pay,78032,0.028
Philadelphia,Job Title,2018-11,Recruiter,Median Base Pay,53347,0.013
Philadelphia,Job Title,2018-11,Design Engineer,Median Base Pay,75379,-0.004
Philadelphia,Job Title,2018-11,Pharmacy Technician,Median Base Pay,30635,0.054
Philadelphia,Job Title,2018-11,Graphic Designer,Median Base Pay,50253,0.023
Philadelphia,Job Title,2018-11,Web Developer,Median Base Pay,70979,0.011
Philadelphia,Job Title,2018-11,Business Development Manager,Median Base Pay,74016,0.02
Philadelphia,Job Title,2018-11,Data Scientist,Median Base Pay,103565,0.015
Philadelphia,Job Title,2018-11,Buyer,Median Base Pay,59561,0.011
Philadelphia,Job Title,2018-11,Data Analyst,Median Base Pay,64643,0.018
Philadelphia,Job Title,2018-11,Electrical Engineer,Median Base Pay,83121,0.023
Philadelphia,Job Title,2018-11,Attorney,Median Base Pay,109115,0.047
Philadelphia,Job Title,2018-11,Human Resources Manager,Median Base Pay,78858,0.024
Philadelphia,Job Title,2018-11,Technician,Median Base Pay,49913,0.031
Philadelphia,Job Title,2018-11,Restaurant Cook,Median Base Pay,31039,0.037
Philadelphia,Job Title,2018-11,Production Manager,Median Base Pay,68057,0.028
Philadelphia,Job Title,2018-11,Manufacturing Engineer,Median Base Pay,75392,0.014
Philadelphia,Job Title,2018-11,Retail Key Holder,Median Base Pay,30734,0.017
Philadelphia,Job Title,2018-11,Paralegal,Median Base Pay,52445,0.022
Philadelphia,Job Title,2018-11,Java Developer,Median Base Pay,83627,0.039
Philadelphia,Job Title,2018-11,Warehouse Associate,Median Base Pay,42204,0.005
Philadelphia,Job Title,2018-11,Property Manager,Median Base Pay,61099,0.042
Philadelphia,Job Title,2018-11,Producer,Median Base Pay,55581,-0.035
Philadelphia,Job Title,2018-11,Quality Engineer,Median Base Pay,78292,0.026
Philadelphia,Job Title,2018-11,Operations Analyst,Median Base Pay,62883,0.046
Philadelphia,Job Title,2018-11,Medical Assistant,Median Base Pay,34903,0.017
Philadelphia,Job Title,2018-11,Tax Manager,Median Base Pay,99716,0.013
Philadelphia,Job Title,2018-11,Technical Editor,Median Base Pay,56006,0.023
Philadelphia,Job Title,2018-11,Truck Driver,Median Base Pay,58983,0.043
Philadelphia,Job Title,2018-11,Insurance Agent,Median Base Pay,43165,-0.008
Philadelphia,Job Title,2018-11,Medical Technologist,Median Base Pay,59392,0.009
Philadelphia,Job Title,2018-11,Field Engineer,Median Base Pay,70280,0.017
Philadelphia,Job Title,2018-11,Machine Operator,Median Base Pay,43207,0.026
Philadelphia,Job Title,2018-11,Communications Manager,Median Base Pay,75243,0.001
Philadelphia,Job Title,2018-11,Construction Laborer,Median Base Pay,44417,0.041
Philadelphia,Job Title,2018-11,Emergency Medical Technician,Median Base Pay,38104,0.032
Philadelphia,Job Title,2018-11,Web Designer,Median Base Pay,58744,0.022
Philadelphia,Job Title,2018-11,Maintenance Worker,Median Base Pay,39185,0.06
Philadelphia,Job Title,2018-11,Barista,Median Base Pay,23637,0.041
Philadelphia,Job Title,2018-11,Bartender,Median Base Pay,35878,0.045
Philadelphia,Job Title,2018-11,Civil Engineer,Median Base Pay,75278,0.038
Philadelphia,Job Title,2018-11,Claims Adjuster,Median Base Pay,53354,0.017
Philadelphia,Job Title,2018-11,Certified Nursing Assistant,Median Base Pay,32042,0.032
Philadelphia,Job Title,2018-11,Customer Service Representative,Median Base Pay,41246,0.033
Philadelphia,Job Title,2018-11,Delivery Driver,Median Base Pay,41118,0.03
Philadelphia,Job Title,2018-11,Financial Advisor,Median Base Pay,60310,0.042
Philadelphia,Job Title,2018-11,Licensed Practical Nurse,Median Base Pay,54035,0.03
Philadelphia,Job Title,2018-11,Loan Officer,Median Base Pay,43690,-0.006
Philadelphia,Job Title,2018-11,Maintenance Technician,Median Base Pay,46201,0.025
Philadelphia,Job Title,2018-11,Material Handler,Median Base Pay,37718,0.027
Philadelphia,Job Title,2018-11,IT Manager,Median Base Pay,97032,0.014
Philadelphia,Job Title,2018-11,Office Manager,Median Base Pay,52631,0.026
Philadelphia,Job Title,2018-11,Pharmacist,Median Base Pay,117899,0.002
Philadelphia,Job Title,2018-11,Process Engineer,Median Base Pay,82642,0.019
Philadelphia,Job Title,2018-11,Program Manager,Median Base Pay,79977,0.024
Philadelphia,Job Title,2018-11,Research Assistant,Median Base Pay,31221,0.014
Philadelphia,Job Title,2018-11,Restaurant Manager,Median Base Pay,52174,0.02
Philadelphia,Job Title,2018-11,Security Officer,Median Base Pay,35794,0.042
Philadelphia,Job Title,2018-11,Server,Median Base Pay,35760,0.021
Philadelphia,Job Title,2018-11,Solutions Architect,Median Base Pay,116209,0.052
Philadelphia,Job Title,2018-11,Systems Engineer,Median Base Pay,80360,0.015
Philadelphia,Job Title,2018-11,Technical Support,Median Base Pay,51773,0.03
Philadelphia,Job Title,2018-11,UX Designer,Median Base Pay,78175,0.027
Houston,Job Title,2018-11,Software Engineer,Median Base Pay,85649,0.032
Houston,Job Title,2018-11,Programmer Analyst,Median Base Pay,72883,0.036
Houston,Job Title,2018-11,Consultant,Median Base Pay,80384,0.005
Houston,Job Title,2018-11,Project Manager,Median Base Pay,80668,-0.049
Houston,Job Title,2018-11,Store Manager,Median Base Pay,52293,0.026
Houston,Job Title,2018-11,Business Analyst,Median Base Pay,73297,0.016
Houston,Job Title,2018-11,Cashier,Median Base Pay,27473,0.057
Houston,Job Title,2018-11,Financial Analyst,Median Base Pay,70276,0.027
Houston,Job Title,2018-11,Administrative Assistant,Median Base Pay,44721,0.039
Houston,Job Title,2018-11,Accountant,Median Base Pay,60313,0.02
Houston,Job Title,2018-11,Sales Representative,Median Base Pay,51249,0.036
Houston,Job Title,2018-11,Professor,Median Base Pay,100514,0.014
Houston,Job Title,2018-11,Registered Nurse,Median Base Pay,72738,0.02
Houston,Job Title,2018-11,Marketing Manager,Median Base Pay,75086,0.021
Houston,Job Title,2018-11,Operations Manager,Median Base Pay,73109,0.013
Houston,Job Title,2018-11,Product Manager,Median Base Pay,101591,0.034
Houston,Job Title,2018-11,Sales Manager,Median Base Pay,69238,0.027
Houston,Job Title,2018-11,Teacher,Median Base Pay,52829,0.022
Houston,Job Title,2018-11,Bank Teller,Median Base Pay,31208,0.09
Houston,Job Title,2018-11,Customer Service Manager,Median Base Pay,56810,0.037
Houston,Job Title,2018-11,Physical Therapist,Median Base Pay,77786,0.002
Houston,Job Title,2018-11,Mechanical Engineer,Median Base Pay,83893,0.03
Houston,Job Title,2018-11,Recruiter,Median Base Pay,53374,0.014
Houston,Job Title,2018-11,Design Engineer,Median Base Pay,82481,-0.002
Houston,Job Title,2018-11,Pharmacy Technician,Median Base Pay,34277,0.056
Houston,Job Title,2018-11,Graphic Designer,Median Base Pay,48906,0.024
Houston,Job Title,2018-11,Web Developer,Median Base Pay,70439,0.012
Houston,Job Title,2018-11,Business Development Manager,Median Base Pay,80116,0.022
Houston,Job Title,2018-11,Data Scientist,Median Base Pay,109120,0.016
Houston,Job Title,2018-11,Buyer,Median Base Pay,60254,0.013
Houston,Job Title,2018-11,Data Analyst,Median Base Pay,65313,0.019
Houston,Job Title,2018-11,Electrical Engineer,Median Base Pay,85146,0.024
Houston,Job Title,2018-11,Attorney,Median Base Pay,124031,0.049
Houston,Job Title,2018-11,Human Resources Manager,Median Base Pay,83402,0.026
Houston,Job Title,2018-11,Technician,Median Base Pay,49565,0.033
Houston,Job Title,2018-11,Restaurant Cook,Median Base Pay,27624,0.039
Houston,Job Title,2018-11,Production Manager,Median Base Pay,70201,0.029
Houston,Job Title,2018-11,Manufacturing Engineer,Median Base Pay,79512,0.016
Houston,Job Title,2018-11,Retail Key Holder,Median Base Pay,29903,0.018
Houston,Job Title,2018-11,Paralegal,Median Base Pay,56228,0.023
Houston,Job Title,2018-11,Java Developer,Median Base Pay,84679,0.04
Houston,Job Title,2018-11,Warehouse Associate,Median Base Pay,37820,0.007
Houston,Job Title,2018-11,Property Manager,Median Base Pay,56140,0.043
Houston,Job Title,2018-11,Producer,Median Base Pay,54291,-0.034
Houston,Job Title,2018-11,Quality Engineer,Median Base Pay,76900,0.028
Houston,Job Title,2018-11,Operations Analyst,Median Base Pay,66717,0.048
Houston,Job Title,2018-11,Medical Assistant,Median Base Pay,34914,0.018
Houston,Job Title,2018-11,Tax Manager,Median Base Pay,100020,0.015
Houston,Job Title,2018-11,Technical Editor,Median Base Pay,56169,0.025
Houston,Job Title,2018-11,Truck Driver,Median Base Pay,55219,0.044
Houston,Job Title,2018-11,Insurance Agent,Median Base Pay,37419,-0.006
Houston,Job Title,2018-11,Medical Technologist,Median Base Pay,56161,0.011
Houston,Job Title,2018-11,Field Engineer,Median Base Pay,73218,0.019
Houston,Job Title,2018-11,Machine Operator,Median Base Pay,39571,0.027
Houston,Job Title,2018-11,Communications Manager,Median Base Pay,71894,0.002
Houston,Job Title,2018-11,Construction Laborer,Median Base Pay,39246,0.043
Houston,Job Title,2018-11,Emergency Medical Technician,Median Base Pay,38578,0.033
Houston,Job Title,2018-11,Web Designer,Median Base Pay,57755,0.023
Houston,Job Title,2018-11,Maintenance Worker,Median Base Pay,39053,0.062
Houston,Job Title,2018-11,Barista,Median Base Pay,22740,0.042
Houston,Job Title,2018-11,Bartender,Median Base Pay,37070,0.046
Houston,Job Title,2018-11,Civil Engineer,Median Base Pay,77734,0.039
Houston,Job Title,2018-11,Claims Adjuster,Median Base Pay,51309,0.019
Houston,Job Title,2018-11,Certified Nursing Assistant,Median Base Pay,28584,0.034
Houston,Job Title,2018-11,Customer Service Representative,Median Base Pay,38468,0.035
Houston,Job Title,2018-11,Delivery Driver,Median Base Pay,37661,0.031
Houston,Job Title,2018-11,Financial Advisor,Median Base Pay,52631,0.043
Houston,Job Title,2018-11,Licensed Practical Nurse,Median Base Pay,47631,0.031
Houston,Job Title,2018-11,Loan Officer,Median Base Pay,43560,-0.005
Houston,Job Title,2018-11,Maintenance Technician,Median Base Pay,44039,0.027
Houston,Job Title,2018-11,Material Handler,Median Base Pay,37042,0.029
Houston,Job Title,2018-11,IT Manager,Median Base Pay,96527,0.015
Houston,Job Title,2018-11,Office Manager,Median Base Pay,50866,0.027
Houston,Job Title,2018-11,Pharmacist,Median Base Pay,114008,0.003
Houston,Job Title,2018-11,Process Engineer,Median Base Pay,92864,0.02
Houston,Job Title,2018-11,Program Manager,Median Base Pay,79326,0.025
Houston,Job Title,2018-11,Research Assistant,Median Base Pay,30231,0.015
Houston,Job Title,2018-11,Restaurant Manager,Median Base Pay,52791,0.022
Houston,Job Title,2018-11,Security Officer,Median Base Pay,35686,0.044
Houston,Job Title,2018-11,Server,Median Base Pay,30426,0.023
Houston,Job Title,2018-11,Solutions Architect,Median Base Pay,110136,0.053
Houston,Job Title,2018-11,Systems Engineer,Median Base Pay,76174,0.017
Houston,Job Title,2018-11,Technical Support,Median Base Pay,49611,0.032
Houston,Job Title,2018-11,UX Designer,Median Base Pay,79139,0.029
Seattle,Job Title,2018-11,Software Engineer,Median Base Pay,116246,0.036
Seattle,Job Title,2018-11,Programmer Analyst,Median Base Pay,87132,0.04
Seattle,Job Title,2018-11,Consultant,Median Base Pay,88356,0.009
Seattle,Job Title,2018-11,Project Manager,Median Base Pay,81911,-0.046
Seattle,Job Title,2018-11,Store Manager,Median Base Pay,59385,0.03
Seattle,Job Title,2018-11,Business Analyst,Median Base Pay,79763,0.019
Seattle,Job Title,2018-11,Cashier,Median Base Pay,35552,0.06
Seattle,Job Title,2018-11,Financial Analyst,Median Base Pay,75392,0.03
Seattle,Job Title,2018-11,Administrative Assistant,Median Base Pay,51440,0.042
Seattle,Job Title,2018-11,Accountant,Median Base Pay,63832,0.024
Seattle,Job Title,2018-11,Sales Representative,Median Base Pay,56904,0.039
Seattle,Job Title,2018-11,Professor,Median Base Pay,104011,0.018
Seattle,Job Title,2018-11,Registered Nurse,Median Base Pay,78942,0.024
Seattle,Job Title,2018-11,Marketing Manager,Median Base Pay,89992,0.024
Seattle,Job Title,2018-11,Operations Manager,Median Base Pay,80358,0.016
Seattle,Job Title,2018-11,Product Manager,Median Base Pay,116571,0.037
Seattle,Job Title,2018-11,Sales Manager,Median Base Pay,75520,0.031
Seattle,Job Title,2018-11,Teacher,Median Base Pay,56854,0.025
Seattle,Job Title,2018-11,Bank Teller,Median Base Pay,35412,0.094
Seattle,Job Title,2018-11,Customer Service Manager,Median Base Pay,64862,0.041
Seattle,Job Title,2018-11,Physical Therapist,Median Base Pay,79083,0.006
Seattle,Job Title,2018-11,Mechanical Engineer,Median Base Pay,87129,0.033
Seattle,Job Title,2018-11,Recruiter,Median Base Pay,62701,0.018
Seattle,Job Title,2018-11,Design Engineer,Median Base Pay,85046,0.001
Seattle,Job Title,2018-11,Pharmacy Technician,Median Base Pay,42846,0.059
Seattle,Job Title,2018-11,Graphic Designer,Median Base Pay,61423,0.028
Seattle,Job Title,2018-11,Web Developer,Median Base Pay,86708,0.016
Seattle,Job Title,2018-11,Business Development Manager,Median Base Pay,89077,0.025
Seattle,Job Title,2018-11,Data Scientist,Median Base Pay,128311,0.019
Seattle,Job Title,2018-11,Buyer,Median Base Pay,69266,0.016
Seattle,Job Title,2018-11,Data Analyst,Median Base Pay,73035,0.023
Seattle,Job Title,2018-11,Electrical Engineer,Median Base Pay,93110,0.028
Seattle,Job Title,2018-11,Attorney,Median Base Pay,118736,0.053
Seattle,Job Title,2018-11,Human Resources Manager,Median Base Pay,88112,0.029
Seattle,Job Title,2018-11,Technician,Median Base Pay,54281,0.037
Seattle,Job Title,2018-11,Restaurant Cook,Median Base Pay,36176,0.042
Seattle,Job Title,2018-11,Production Manager,Median Base Pay,71539,0.033
Seattle,Job Title,2018-11,Manufacturing Engineer,Median Base Pay,80574,0.019
Seattle,Job Title,2018-11,Retail Key Holder,Median Base Pay,35688,0.022
Seattle,Job Title,2018-11,Paralegal,Median Base Pay,64969,0.027
Seattle,Job Title,2018-11,Java Developer,Median Base Pay,91935,0.044
Seattle,Job Title,2018-11,Warehouse Associate,Median Base Pay,48882,0.01
Seattle,Job Title,2018-11,Property Manager,Median Base Pay,64303,0.047
Seattle,Job Title,2018-11,Producer,Median Base Pay,75787,-0.031
Seattle,Job Title,2018-11,Quality Engineer,Median Base Pay,84773,0.031
Seattle,Job Title,2018-11,Operations Analyst,Median Base Pay,71501,0.052
Seattle,Job Title,2018-11,Medical Assistant,Median Base Pay,44869,0.022
Seattle,Job Title,2018-11,Tax Manager,Median Base Pay,102600,0.018
Seattle,Job Title,2018-11,Technical Editor,Median Base Pay,80946,0.028
Seattle,Job Title,2018-11,Truck Driver,Median Base Pay,58920,0.048
Seattle,Job Title,2018-11,Insurance Agent,Median Base Pay,41545,-0.003
Seattle,Job Title,2018-11,Medical Technologist,Median Base Pay,66621,0.014
Seattle,Job Title,2018-11,Field Engineer,Median Base Pay,76589,0.022
Seattle,Job Title,2018-11,Machine Operator,Median Base Pay,44136,0.031
Seattle,Job Title,2018-11,Communications Manager,Median Base Pay,86995,0.006
Seattle,Job Title,2018-11,Construction Laborer,Median Base Pay,54177,0.046
Seattle,Job Title,2018-11,Emergency Medical Technician,Median Base Pay,41678,0.037
Seattle,Job Title,2018-11,Web Designer,Median Base Pay,68266,0.027
Seattle,Job Title,2018-11,Maintenance Worker,Median Base Pay,52696,0.065
Seattle,Job Title,2018-11,Barista,Median Base Pay,30136,0.046
Seattle,Job Title,2018-11,Bartender,Median Base Pay,40069,0.05
Seattle,Job Title,2018-11,Civil Engineer,Median Base Pay,78881,0.043
Seattle,Job Title,2018-11,Claims Adjuster,Median Base Pay,54706,0.022
Seattle,Job Title,2018-11,Certified Nursing Assistant,Median Base Pay,37348,0.037
Seattle,Job Title,2018-11,Customer Service Representative,Median Base Pay,45197,0.038
Seattle,Job Title,2018-11,Delivery Driver,Median Base Pay,47761,0.035
Seattle,Job Title,2018-11,Financial Advisor,Median Base Pay,57495,0.047
Seattle,Job Title,2018-11,Licensed Practical Nurse,Median Base Pay,53897,0.035
Seattle,Job Title,2018-11,Loan Officer,Median Base Pay,46570,-0.002
Seattle,Job Title,2018-11,Maintenance Technician,Median Base Pay,52358,0.03
Seattle,Job Title,2018-11,Material Handler,Median Base Pay,41600,0.032
Seattle,Job Title,2018-11,IT Manager,Median Base Pay,107183,0.018
Seattle,Job Title,2018-11,Office Manager,Median Base Pay,58860,0.031
Seattle,Job Title,2018-11,Pharmacist,Median Base Pay,126549,0.006
Seattle,Job Title,2018-11,Process Engineer,Median Base Pay,92166,0.024
Seattle,Job Title,2018-11,Program Manager,Median Base Pay,100381,0.029
Seattle,Job Title,2018-11,Research Assistant,Median Base Pay,33250,0.019
Seattle,Job Title,2018-11,Restaurant Manager,Median Base Pay,55507,0.025
Seattle,Job Title,2018-11,Security Officer,Median Base Pay,46489,0.048
Seattle,Job Title,2018-11,Server,Median Base Pay,37678,0.026
Seattle,Job Title,2018-11,Solutions Architect,Median Base Pay,124664,0.057
Seattle,Job Title,2018-11,Systems Engineer,Median Base Pay,93592,0.02
Seattle,Job Title,2018-11,Technical Support,Median Base Pay,53872,0.035
Seattle,Job Title,2018-11,UX Designer,Median Base Pay,99347,0.032
San Francisco,Job Title,2018-11,Software Engineer,Median Base Pay,123251,0.054
San Francisco,Job Title,2018-11,Programmer Analyst,Median Base Pay,93192,0.058
San Francisco,Job Title,2018-11,Consultant,Median Base Pay,96193,0.026
San Francisco,Job Title,2018-11,Project Manager,Median Base Pay,92251,-0.029
San Francisco,Job Title,2018-11,Store Manager,Median Base Pay,67300,0.048
San Francisco,Job Title,2018-11,Business Analyst,Median Base Pay,89224,0.037
San Francisco,Job Title,2018-11,Cashier,Median Base Pay,35481,0.079
San Francisco,Job Title,2018-11,Financial Analyst,Median Base Pay,85633,0.048
San Francisco,Job Title,2018-11,Administrative Assistant,Median Base Pay,58853,0.061
San Francisco,Job Title,2018-11,Accountant,Median Base Pay,73295,0.042
San Francisco,Job Title,2018-11,Sales Representative,Median Base Pay,65182,0.058
San Francisco,Job Title,2018-11,Professor,Median Base Pay,129657,0.036
San Francisco,Job Title,2018-11,Registered Nurse,Median Base Pay,116051,0.042
San Francisco,Job Title,2018-11,Marketing Manager,Median Base Pay,104152,0.042
San Francisco,Job Title,2018-11,Operations Manager,Median Base Pay,92600,0.034
San Francisco,Job Title,2018-11,Product Manager,Median Base Pay,132994,0.055
San Francisco,Job Title,2018-11,Sales Manager,Median Base Pay,85242,0.049
San Francisco,Job Title,2018-11,Teacher,Median Base Pay,68165,0.043
San Francisco,Job Title,2018-11,Bank Teller,Median Base Pay,37153,0.113
San Francisco,Job Title,2018-11,Customer Service Manager,Median Base Pay,75175,0.059
San Francisco,Job Title,2018-11,Physical Therapist,Median Base Pay,99879,0.023
San Francisco,Job Title,2018-11,Mechanical Engineer,Median Base Pay,98961,0.051
San Francisco,Job Title,2018-11,Recruiter,Median Base Pay,75626,0.036
San Francisco,Job Title,2018-11,Design Engineer,Median Base Pay,96094,0.019
San Francisco,Job Title,2018-11,Pharmacy Technician,Median Base Pay,46698,0.078
San Francisco,Job Title,2018-11,Graphic Designer,Median Base Pay,72912,0.046
San Francisco,Job Title,2018-11,Web Developer,Median Base Pay,99703,0.034
San Francisco,Job Title,2018-11,Business Development Manager,Median Base Pay,97607,0.043
San Francisco,Job Title,2018-11,Data Scientist,Median Base Pay,140851,0.037
San Francisco,Job Title,2018-11,Buyer,Median Base Pay,79675,0.034
San Francisco,Job Title,2018-11,Data Analyst,Median Base Pay,91199,0.04
San Francisco,Job Title,2018-11,Electrical Engineer,Median Base Pay,104301,0.046
San Francisco,Job Title,2018-11,Attorney,Median Base Pay,153024,0.071
San Francisco,Job Title,2018-11,Human Resources Manager,Median Base Pay,102206,0.047
San Francisco,Job Title,2018-11,Technician,Median Base Pay,59748,0.055
San Francisco,Job Title,2018-11,Restaurant Cook,Median Base Pay,38867,0.061
San Francisco,Job Title,2018-11,Production Manager,Median Base Pay,90005,0.051
San Francisco,Job Title,2018-11,Manufacturing Engineer,Median Base Pay,95713,0.037
San Francisco,Job Title,2018-11,Retail Key Holder,Median Base Pay,38673,0.039
San Francisco,Job Title,2018-11,Paralegal,Median Base Pay,74013,0.045
San Francisco,Job Title,2018-11,Java Developer,Median Base Pay,105582,0.062
San Francisco,Job Title,2018-11,Warehouse Associate,Median Base Pay,56098,0.028
San Francisco,Job Title,2018-11,Property Manager,Median Base Pay,73467,0.065
San Francisco,Job Title,2018-11,Producer,Median Base Pay,82526,-0.014
San Francisco,Job Title,2018-11,Quality Engineer,Median Base Pay,94767,0.049
San Francisco,Job Title,2018-11,Operations Analyst,Median Base Pay,79067,0.07
San Francisco,Job Title,2018-11,Medical Assistant,Median Base Pay,48522,0.04
San Francisco,Job Title,2018-11,Tax Manager,Median Base Pay,120546,0.036
San Francisco,Job Title,2018-11,Technical Editor,Median Base Pay,71433,0.046
San Francisco,Job Title,2018-11,Truck Driver,Median Base Pay,67876,0.066
San Francisco,Job Title,2018-11,Insurance Agent,Median Base Pay,51530,0.015
San Francisco,Job Title,2018-11,Medical Technologist,Median Base Pay,73789,0.032
San Francisco,Job Title,2018-11,Field Engineer,Median Base Pay,81979,0.04
San Francisco,Job Title,2018-11,Machine Operator,Median Base Pay,52260,0.049
San Francisco,Job Title,2018-11,Communications Manager,Median Base Pay,102235,0.023
San Francisco,Job Title,2018-11,Construction Laborer,Median Base Pay,57246,0.064
San Francisco,Job Title,2018-11,Emergency Medical Technician,Median Base Pay,44984,0.055
San Francisco,Job Title,2018-11,Web Designer,Median Base Pay,83579,0.045
San Francisco,Job Title,2018-11,Maintenance Worker,Median Base Pay,55341,0.084
San Francisco,Job Title,2018-11,Barista,Median Base Pay,31204,0.064
San Francisco,Job Title,2018-11,Bartender,Median Base Pay,40021,0.068
San Francisco,Job Title,2018-11,Civil Engineer,Median Base Pay,91120,0.061
San Francisco,Job Title,2018-11,Claims Adjuster,Median Base Pay,65916,0.04
San Francisco,Job Title,2018-11,Certified Nursing Assistant,Median Base Pay,41137,0.055
San Francisco,Job Title,2018-11,Customer Service Representative,Median Base Pay,49999,0.056
San Francisco,Job Title,2018-11,Delivery Driver,Median Base Pay,49838,0.053
San Francisco,Job Title,2018-11,Financial Advisor,Median Base Pay,69431,0.065
San Francisco,Job Title,2018-11,Licensed Practical Nurse,Median Base Pay,63100,0.053
San Francisco,Job Title,2018-11,Loan Officer,Median Base Pay,55824,0.016
San Francisco,Job Title,2018-11,Maintenance Technician,Median Base Pay,59989,0.048
San Francisco,Job Title,2018-11,Material Handler,Median Base Pay,45165,0.05
San Francisco,Job Title,2018-11,IT Manager,Median Base Pay,120502,0.036
San Francisco,Job Title,2018-11,Office Manager,Median Base Pay,68193,0.049
San Francisco,Job Title,2018-11,Pharmacist,Median Base Pay,141638,0.024
San Francisco,Job Title,2018-11,Process Engineer,Median Base Pay,101543,0.042
San Francisco,Job Title,2018-11,Program Manager,Median Base Pay,104769,0.047
San Francisco,Job Title,2018-11,Research Assistant,Median Base Pay,40356,0.037
San Francisco,Job Title,2018-11,Restaurant Manager,Median Base Pay,63978,0.043
San Francisco,Job Title,2018-11,Security Officer,Median Base Pay,50400,0.066
San Francisco,Job Title,2018-11,Server,Median Base Pay,39045,0.044
San Francisco,Job Title,2018-11,Solutions Architect,Median Base Pay,136610,0.076
San Francisco,Job Title,2018-11,Systems Engineer,Median Base Pay,103843,0.038
San Francisco,Job Title,2018-11,Technical Support,Median Base Pay,67299,0.054
San Francisco,Job Title,2018-11,UX Designer,Median Base Pay,109371,0.05
Chicago,Job Title,2018-11,Software Engineer,Median Base Pay,89048,0.031
Chicago,Job Title,2018-11,Programmer Analyst,Median Base Pay,76507,0.035
Chicago,Job Title,2018-11,Consultant,Median Base Pay,84936,0.004
Chicago,Job Title,2018-11,Project Manager,Median Base Pay,76804,-0.05
Chicago,Job Title,2018-11,Store Manager,Median Base Pay,54703,0.026
Chicago,Job Title,2018-11,Business Analyst,Median Base Pay,75027,0.015
Chicago,Job Title,2018-11,Cashier,Median Base Pay,29460,0.056
Chicago,Job Title,2018-11,Financial Analyst,Median Base Pay,68576,0.026
Chicago,Job Title,2018-11,Administrative Assistant,Median Base Pay,47309,0.038
Chicago,Job Title,2018-11,Accountant,Median Base Pay,61052,0.019
Chicago,Job Title,2018-11,Sales Representative,Median Base Pay,53004,0.035
Chicago,Job Title,2018-11,Professor,Median Base Pay,99114,0.014
Chicago,Job Title,2018-11,Registered Nurse,Median Base Pay,70258,0.019
Chicago,Job Title,2018-11,Marketing Manager,Median Base Pay,81905,0.02
Chicago,Job Title,2018-11,Operations Manager,Median Base Pay,73647,0.012
Chicago,Job Title,2018-11,Product Manager,Median Base Pay,101590,0.033
Chicago,Job Title,2018-11,Sales Manager,Median Base Pay,71920,0.026
Chicago,Job Title,2018-11,Teacher,Median Base Pay,54675,0.021
Chicago,Job Title,2018-11,Bank Teller,Median Base Pay,31949,0.089
Chicago,Job Title,2018-11,Customer Service Manager,Median Base Pay,61920,0.037
Chicago,Job Title,2018-11,Physical Therapist,Median Base Pay,77253,0.001
Chicago,Job Title,2018-11,Mechanical Engineer,Median Base Pay,76408,0.029
Chicago,Job Title,2018-11,Recruiter,Median Base Pay,54700,0.014
Chicago,Job Title,2018-11,Design Engineer,Median Base Pay,75923,-0.003
Chicago,Job Title,2018-11,Pharmacy Technician,Median Base Pay,34126,0.055
Chicago,Job Title,2018-11,Graphic Designer,Median Base Pay,52396,0.024
Chicago,Job Title,2018-11,Web Developer,Median Base Pay,75372,0.012
Chicago,Job Title,2018-11,Business Development Manager,Median Base Pay,74752,0.021
Chicago,Job Title,2018-11,Data Scientist,Median Base Pay,106696,0.015
Chicago,Job Title,2018-11,Buyer,Median Base Pay,64261,0.012
Chicago,Job Title,2018-11,Data Analyst,Median Base Pay,66077,0.018
Chicago,Job Title,2018-11,Electrical Engineer,Median Base Pay,81487,0.023
Chicago,Job Title,2018-11,Attorney,Median Base Pay,114234,0.048
Chicago,Job Title,2018-11,Human Resources Manager,Median Base Pay,83286,0.025
Chicago,Job Title,2018-11,Technician,Median Base Pay,49124,0.032
Chicago,Job Title,2018-11,Restaurant Cook,Median Base Pay,30334,0.038
Chicago,Job Title,2018-11,Production Manager,Median Base Pay,70259,0.028
Chicago,Job Title,2018-11,Manufacturing Engineer,Median Base Pay,75909,0.015
Chicago,Job Title,2018-11,Retail Key Holder,Median Base Pay,31876,0.017
